Title	Author	DOI	Link DOI	ACM	IEEE	SCOPUS
a framework for debugging java programs in a bytecode	S. Soomro; M. R. Belgaum; Z. Alansari; M. H. Miraz	10.1109/iCCECOME.2018.8658589	https://doi.org/10.1109/iCCECOME.2018.8658589		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8658589	https://www.scopus.com/inward/record.url?eid=2-s2.0-85063466322&partnerID=40&md5=74f544e0d2ff28edd7613f97edde00e9
a framework for effective memory optimization of high performance computing applications	Lu, P., Che, Y., Wang, Z.	10.1109/HPCC.2009.60	https://doi.org/10.1109/HPCC.2009.60			https://www.scopus.com/inward/record.url?eid=2-s2.0-70449558177&partnerID=40&md5=ba9919c034fc682503bdc6078190cdf5
a framework for efficient register allocation through selective register demotion	Bairagi, D., Pande, S., Agrawal, D.P.	10.1007/3-540-40889-4_5	https://doi.org/10.1007/3-540-40889-4_5			https://www.scopus.com/inward/record.url?eid=2-s2.0-84958955744&partnerID=40&md5=47d40846e36af27410dff678b6865836
a framework for enhancing code quality in limited register set embedded processors	Bairagi, D., Pande, S., Agrawal, D.P.	10.1007/3-540-45245-1_6	https://doi.org/10.1007/3-540-45245-1_6			https://www.scopus.com/inward/record.url?eid=2-s2.0-84945563409&partnerID=40&md5=e6a21fdc1ebcacc16ca3fd3ca5831ae7
a framework for estimating interest on technical debt by monitoring developer activity related to code comprehension	Vallary Singh, Will Snipes, Nicholas A. Kraft	10.1109/MTD.2014.16	https://doi.org/10.1109/MTD.2014.16	https://dl.acm.org/doi/10.1109/MTD.2014.16	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6974886	
a framework for examining topical locality in objectoriented software	Nan Niu, Juha Savolainen, Tanmay Bhowmik, Anas Mahmoud, Sandeep Reddivari	10.1109/COMPSAC.2012.32	https://doi.org/10.1109/COMPSAC.2012.32	https://dl.acm.org/doi/10.1109/COMPSAC.2012.32	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6340146	https://www.scopus.com/inward/record.url?eid=2-s2.0-84870804038&partnerID=40&md5=32fa8fcff6619577438036d255f9ee69
a framework for source code search using program patterns	Paul, S., Prakash, A.	10.1109/32.295894	https://doi.org/10.1109/32.295894			https://www.scopus.com/inward/record.url?eid=2-s2.0-0028446627&partnerID=40&md5=0c0638fac298c34053757ff5ab87c3dc
a framework for the evaluation of specification miners based on finite state machines	Pradel, M., Bichsel, P., Gross, T.R.	10.1109/ICSM.2010.5609576	https://doi.org/10.1109/ICSM.2010.5609576			https://www.scopus.com/inward/record.url?eid=2-s2.0-78650080492&partnerID=40&md5=03b34d37207e8cbc7f7ca2c73142be9d
a framework for understanding conceptual changes in evolving source code	Nicolas Gold, Andrew Mohan	10.5555/942800.943586	https://doi.org/10.5555/942800.943586	https://dl.acm.org/doi/10.5555/942800.943586		https://www.scopus.com/inward/record.url?eid=2-s2.0-77956620201&partnerID=40&md5=a6c7fa562a961809428de983dc929bf0
a framework profile of .net	Ralf Lammel, Rufus Linke, Ekaterina Pek, Andrei Varanovich	10.1109/WCRE.2011.25	https://doi.org/10.1109/WCRE.2011.25	https://dl.acm.org/doi/10.1109/WCRE.2011.25	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6079837	https://www.scopus.com/inward/record.url?eid=2-s2.0-83455162503&partnerID=40&md5=1a52c0696bde54c154af449e2f2a7b18
a functional approach to evolving recursive programs	Dostal, M.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-84937731667&partnerID=40&md5=edcb42c4c057762ac40dac569d482326
a gamification technique for motivating students to learn code readability in software engineering	Q. Mi; J. Keung; X. Mei; Y. Xiao; W. K. Chan	10.1109/ISET.2018.00062	https://doi.org/10.1109/ISET.2018.00062		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8456230	https://www.scopus.com/inward/record.url?eid=2-s2.0-85054031524&partnerID=40&md5=673671b43cafeecb8e93a966e068d05f
a general structure for ratecompatible concatenated codes	Brännström, F., Graell i Amat, A., Rasmussen, L.K.	10.1109/LCOMM.2007.061748	https://doi.org/10.1109/LCOMM.2007.061748			https://www.scopus.com/inward/record.url?eid=2-s2.0-34249801788&partnerID=40&md5=2b7517481029d0f9cfa16dff5b3b404d
a generalized knowledgebased approach to comprehend pascal and c programs	Ueno, H.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-0033687336&partnerID=40&md5=c1fde34f6d60316d0635ca537b208939
a generic architecture for data flow analysis to support reverse engineering	Leon Moonen	10.5555/2227706.2227716	https://doi.org/10.5555/2227706.2227716	https://dl.acm.org/doi/10.5555/2227706.2227716		
a genetic algorithm based approach for prioritization of test case scenarios in static testing	Sabharwal, S., Sibal, R., Sharma, C.	10.1109/ICCCT.2011.6075160	https://doi.org/10.1109/ICCCT.2011.6075160			https://www.scopus.com/inward/record.url?eid=2-s2.0-82955178492&partnerID=40&md5=cfce8ad733be51aa29100db4c3bfb726
a goaloriented fault tolerance software enhanced by critical information code protection	Alban, A.Q., Jaoua, A.	10.1109/AICCSA50499.2020.9316510	https://doi.org/10.1109/AICCSA50499.2020.9316510			https://www.scopus.com/inward/record.url?eid=2-s2.0-85099775970&partnerID=40&md5=0b0d340e4f682276269204bcba6b2975
a graph database based crowdsourcing infrastructure for modelling and searching code structure	Zeqi Lin, Junfeng Zhao, Bing Xie	10.1145/2677832.2677847	https://doi.org/10.1145/2677832.2677847	https://dl.acm.org/doi/10.1145/2677832.2677847		https://www.scopus.com/inward/record.url?eid=2-s2.0-85025621722&partnerID=40&md5=2205da6bb6f344f07bc4722ea586fd87
a graph database based method for parsing and searching code structure	Lin, Z., Zhao, J., Xie, B.	10.7544/issn1000-1239.2016.20148325	https://doi.org/10.7544/issn1000-1239.2016.20148325			https://www.scopus.com/inward/record.url?eid=2-s2.0-84963553749&partnerID=40&md5=a0ecfca662edc9706118ef520b06b319
a graph sequence neural architecture for code completion with semantic structure features	Kang Yang, Huiqun Yu, Guisheng Fan, Xingguang Yang, Zijie Huang	10.1002/smr.2414	https://doi.org/10.1002/smr.2414	https://dl.acm.org/doi/10.1002/smr.2414		
a graph theoretic approach to the verification of program structures	Brown, J.R., Fischer, K.F.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85052750559&partnerID=40&md5=7106e3b054cb49bdc9234a8d07bd1194
a graphicsbased system that supports the program understanding process	Brady R. Rimes, Doris L. Carver	10.5555/93024.93061	https://doi.org/10.5555/93024.93061	https://dl.acm.org/doi/10.5555/93024.93061	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=138671	
a graphneuralnetwork decoder with mlpbased processing cells for polar codes	Song, X., Zhang, Z., Wang, J., Qin, K.	10.1109/WCSP.2019.8928139	https://doi.org/10.1109/WCSP.2019.8928139			https://www.scopus.com/inward/record.url?eid=2-s2.0-85077766183&partnerID=40&md5=fda7d1b85793d12ee9e660cad4517316
a guessing measure of program comprehension	J. Steve Davis	10.1006/ijhc.1995.1012	https://doi.org/10.1006/ijhc.1995.1012	https://dl.acm.org/doi/10.1006/ijhc.1995.1012		https://www.scopus.com/inward/record.url?eid=2-s2.0-33749576240&partnerID=40&md5=c7618f6d01e9bab09d28549334495c37
a hierarchical program structure for concurrent fault tolerant software	Andrea Clematis, Vittoria Gianuzzi	10.1016/0165-6074%2893%2990043-K	https://doi.org/10.1016/0165-6074%2893%2990043-K	https://dl.acm.org/doi/10.1016/0165-6074%2893%2990043-K		
a history querying tool and its application to detect multiversion refactorings	Reinout Stevens, Coen De Roover, Carlos Noguera, Viviane Jonckers	10.1109/CSMR.2013.44	https://doi.org/10.1109/CSMR.2013.44	https://dl.acm.org/doi/10.1109/CSMR.2013.44	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6498483	https://www.scopus.com/inward/record.url?eid=2-s2.0-84877265983&partnerID=40&md5=171058d7c30b11dc918f43688ab82231
a hot path based thread partitioning technique for thread pipelining model	Ootsu, K., Kobayashi, T., Ogawa, H., Yokota, T., Baba, T.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-56149090051&partnerID=40&md5=fe148ee438b365569956632225ba2c8a
a human study of comprehension and code summarization	Stapleton, S., Gambhir, Y., LeClair, A., Eberhart, Z., Weimer, W., Leach, K., Huang, Y.	10.1145/3387904.3389258	https://doi.org/10.1145/3387904.3389258			https://www.scopus.com/inward/record.url?eid=2-s2.0-85091908476&partnerID=40&md5=acc513960c4450a637a839caa1b32c4e
a hybrid approach for program understanding based on graph parsing and expectationdriven analysis	Kim, S.-M., Kim, J.H.	10.1080/088395198117659	https://doi.org/10.1080/088395198117659			https://www.scopus.com/inward/record.url?eid=2-s2.0-0032165280&partnerID=40&md5=93523e322956bdb5e6b2a1c15ce0075a
a hybrid approach to recognizing programming plans	Quilici, A.	10.1109/WCRE.1993.287772	https://doi.org/10.1109/WCRE.1993.287772			https://www.scopus.com/inward/record.url?eid=2-s2.0-84949891829&partnerID=40&md5=582dff53cf67be038a4f8af139aba108
a hybrid code representation learning approach for predicting method names	Zhang, F., Chen, B., Li, R., Peng, X.	10.1016/j.jss.2021.111011	https://doi.org/10.1016/j.jss.2021.111011			https://www.scopus.com/inward/record.url?eid=2-s2.0-85107616552&partnerID=40&md5=c2421bf4fea954f51b0c5e9dc7d4a76f
a hybrid program knowledge base for static program analyzers	Jarzabek, S., Shen, H., Chan, H.C.	10.1109/APSEC.1994.465240	https://doi.org/10.1109/APSEC.1994.465240			https://www.scopus.com/inward/record.url?eid=2-s2.0-33747352837&partnerID=40&md5=921d608dba9bb8e83e935c7967e854bf
a hybrid query engine for the structural analysis of java and aspectj programs	Ghanbari, H., Constantinides, C., Arnaoudova, V.	10.1109/WCRE.2008.52	https://doi.org/10.1109/WCRE.2008.52			https://www.scopus.com/inward/record.url?eid=2-s2.0-57749190344&partnerID=40&md5=7563ae94452cff5521283805505f05e3
a hypothetical dialogue exhibiting a knowledge base for a programunderstanding system.	C. C Green, David R. Barstow	10.5555/892038	https://doi.org/10.5555/892038	https://dl.acm.org/doi/book/10.5555/892038		
a joint acquisition algorithm based on primary code and secondary code for gnss signals	Liu, Z., Yao, Z., Zhang, J., Lu, M., Zhao, Y.	10.33012/2016.14846	https://doi.org/10.33012/2016.14846			https://www.scopus.com/inward/record.url?eid=2-s2.0-85017397876&partnerID=40&md5=39a3a1bc5cd5c2987d37a3c46c0d9303
a knowledge based method for data flow analysis	Zhao, L., Fang, Y.	10.1109/ICISS.2010.5655314	https://doi.org/10.1109/ICISS.2010.5655314			https://www.scopus.com/inward/record.url?eid=2-s2.0-78651454768&partnerID=40&md5=efa5865775c5443398f2e53d9c0244ea
a knowledgebased approach to objectoriented legacy code reuse	L. H. Etzkorn, C. G. Davis, L. L. Bowen, D. B. Etzkorn, L. W. Lewis, B. L. Vinz, J. C. Wolf	10.5555/850930.852100	https://doi.org/10.5555/850930.852100	https://dl.acm.org/doi/10.5555/850930.852100		
a knowledgebased approach to program understanding	Salwa K. Abd-El-Hafiz	10.5555/554280	https://doi.org/10.5555/554280	https://dl.acm.org/doi/book/10.5555/174749		
a knowledgebased approach to the analysis of loops	Salwa K. Abd-El-Hafiz, Victor R. Basili	10.5555/193825	https://doi.org/10.5555/193825	https://dl.acm.org/doi/book/10.5555/193825		https://www.scopus.com/inward/record.url?eid=2-s2.0-0342477793&partnerID=40&md5=e878f738d12484e418316fd16cb8093f
a knowledgebased toolkit for software visualisation	D. Sidarkeviciute, E. Tyugu, A. Kuusik	10.5555/788008.788170	https://doi.org/10.5555/788008.788170	https://dl.acm.org/doi/10.5555/788008.788170		
a language design for program structure	Peter Ludemann	10.1145/954668.954672	https://doi.org/10.1145/954668.954672	https://dl.acm.org/doi/10.1145/954668.954672		https://www.scopus.com/inward/record.url?eid=2-s2.0-84976768164&partnerID=40&md5=ec00efef53baf74792790982d930a224
a large scale empirical study of the impact of spaghetti code and blob antipatterns on program comprehension	Politowski, C., Khomh, F., Romano, S., Scanniello, G., Petrillo, F., Guéhéneuc, Y.-G., Maiga, A.	10.1016/j.infsof.2020.106278	https://doi.org/10.1016/j.infsof.2020.106278			https://www.scopus.com/inward/record.url?eid=2-s2.0-85079345853&partnerID=40&md5=ddd4d3026e1207e68e206aba9e47f173
a largescale comparative analysis of coding standard conformance in opensource data science projects	Andrew J. Simmons, Scott Barnett, Jessica Rivera-Villicana, Akshat Bajaj, Rajesh Vasa	10.1145/3382494.3410680	https://doi.org/10.1145/3382494.3410680	https://dl.acm.org/doi/10.1145/3382494.3410680		https://www.scopus.com/inward/record.url?eid=2-s2.0-85093925437&partnerID=40&md5=c60e59eb257bb012e901aebf6f0c5dde
a largescale comparison of python code in jupyter notebooks and scripts	K. Grotov; S. Titov; V. Sotnikov; Y. Golubev; T. Bryksin	10.1145/3524842.3528447	https://doi.org/10.1145/3524842.3528447		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796343	https://www.scopus.com/inward/record.url?eid=2-s2.0-85134079846&partnerID=40&md5=dbc94da01274dbb68b60f10efffb3e5d
a lightweight approach to software validation by comparing uml use cases with internal program documentation selected via call graphs	Owen Funkhouser, Letha Hughes Etzkorn, William E. Hughes	10.1007/s11219-007-9034-3	https://doi.org/10.1007/s11219-007-9034-3	https://dl.acm.org/doi/10.1007/s11219-007-9034-3		https://www.scopus.com/inward/record.url?eid=2-s2.0-38049015489&partnerID=40&md5=b7c47a9f78dc2eace53dfc33a806bbf1
a lightweight visualization of interprocedural dataflow paths for source code reading	T. Ishio; S. Etsuda; K. Inoue	10.1109/ICPC.2012.6240506	https://doi.org/10.1109/ICPC.2012.6240506		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6240506	https://www.scopus.com/inward/record.url?eid=2-s2.0-84865012209&partnerID=40&md5=740612fc1625041b99fe57afe5be0b32
a linear programming receiver for blind detection of full rate spacetime block codes	Zia, M., Ding, Z.	10.1109/TSP.2010.2052611	https://doi.org/10.1109/TSP.2010.2052611			https://www.scopus.com/inward/record.url?eid=2-s2.0-79953825877&partnerID=40&md5=3df5fe494c44607a91d57786a8665ccf
a linear structured approach and a refined fitness function in genetic programming for multiclass object classification	Mengjie Zhang, Christopher Graeme Fogelberg, Yuejin Ma	10.1080/09540090701725557	https://doi.org/10.1080/09540090701725557	https://dl.acm.org/doi/10.1080/09540090701725557		https://www.scopus.com/inward/record.url?eid=2-s2.0-36849087309&partnerID=40&md5=1cfaf8e7dc17f13b3ee7c7436b00fbea
a little knowledge can go a long way towards program understanding	Jelber Sayyad-Shirabad, Timothy C. Lethbridge, Steve Lyon	10.5555/523511.837865	https://doi.org/10.5555/523511.837865	https://dl.acm.org/doi/10.5555/523511.837865	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=601275	
a longitudinal study of application structure and behaviors in android	H. Cai; B. Ryder	10.1109/TSE.2020.2975176	https://doi.org/10.1109/TSE.2020.2975176		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9003217	https://www.scopus.com/inward/record.url?eid=2-s2.0-85079679403&partnerID=40&md5=1b6b7aa8714bb6473bd4d474805251ff
a look into programmers heads	Peitek, N., Siegmund, J., Apel, S., Kastner, C., Parnin, C., Bethmann, A., Leich, T., Saake, G., Brechmann, A.	10.1109/TSE.2018.2863303	https://doi.org/10.1109/TSE.2018.2863303			https://www.scopus.com/inward/record.url?eid=2-s2.0-85051033093&partnerID=40&md5=48fd71a7e31dcedcd5237131fe01e9fe
a look into programmers’ heads	N. Peitek; J. Siegmund; S. Apel; C. Kästner; C. Parnin; A. Bethmann; T. Leich; G. Saake; A. Brechmann	10.1109/TSE.2018.2863303	https://doi.org/10.1109/TSE.2018.2863303		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8425769	
a lowlevel analysis library for architecture recovery	Löwe, W., Lundberg, J.	10.1016/S1571-0661(04)80736-9	https://doi.org/10.1016/S1571-0661(04)80736-9			https://www.scopus.com/inward/record.url?eid=2-s2.0-18944397421&partnerID=40&md5=d8d6488b36cfe838821c5838321b36bc
a machinelearning based ensemble method for antipatterns detection	Barbez, A., Khomh, F., Guéhéneuc, Y.-G.	10.1016/j.jss.2019.110486	https://doi.org/10.1016/j.jss.2019.110486			https://www.scopus.com/inward/record.url?eid=2-s2.0-85076559059&partnerID=40&md5=9e7f162d820cc0b69a4505147f1b609e
a map of the heap revealing design abstractions in runtime structures	Myers, C., Duke, D.	10.1145/1879211.1879223	https://doi.org/10.1145/1879211.1879223			https://www.scopus.com/inward/record.url?eid=2-s2.0-78650897907&partnerID=40&md5=ecad852a4eff25cb0a6062b85c648fcc
a mechanism for automatically summarizing software functionality from source code	C. Psarras; T. Diamantopoulos; A. Symeonidis	10.1109/QRS.2019.00028	https://doi.org/10.1109/QRS.2019.00028		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8854713	https://www.scopus.com/inward/record.url?eid=2-s2.0-85073796508&partnerID=40&md5=0eaa46b345a09458f18e26308f48f294
a mechanism for specifying the structure of large, layered, objectoriented programs	Ossher, H.L.	10.1145/323779.323754	https://doi.org/10.1145/323779.323754			https://www.scopus.com/inward/record.url?eid=2-s2.0-85049177635&partnerID=40&md5=31d3934031e3bfd3789efacadea9cb8e
a metadata handling api for framework development a comparative study	Guerra, E., Lima, P., Choma, J., Nardes, M., Silva, T., Lanza, M., Meirelles, P.	10.1145/3422392.3422428	https://doi.org/10.1145/3422392.3422428			https://www.scopus.com/inward/record.url?eid=2-s2.0-85099361933&partnerID=40&md5=d7b960f68770cda6f70ac201cbced2f8
